Ref,Body_Style,Doors,Cab_Config,Bed_Length_in,Bed_Volume_cuft,Roof_Height,Wheelbase_in,Length_in,Width_in,Height_in,Track_Front_in,Track_Rear_in,Ground_Clearance_in,Approach_Angle_deg,Departure_Angle_deg,Breakover_Angle_deg,Drag_Coefficient,Cargo_Volume_cuft,Cargo_Volume_Max_cuft,Fuel_Capacity_gal,Seating_Rows
nhtsa-dodge-ramcharger-body-105-9-4,,,,,,,105.9,184.6,79.5,73.6,,,,,,,,,,,
nhtsa-dodge-ramcharger-body-105-9-5,,,,,,,105.9,189,79.5,73.2,,,,,,,,,,,
nhtsa-dodge-ramcharger-body-105-9-6,,,,,,,105.9,189,79.5,69.7,,,,,,,,,,,
nhtsa-dodge-rampage-body-104-3,,,,,,,104.3,183.5,66.9,52,,,,,,,,,,,
nhtsa-dodge-shadow-body-2dr-96-9,,2,,,,,96.9,171.7,67.3,52.8,57.5,57.1,,,,,,,,,
nhtsa-dodge-shadow-body-4dr-96-9,,4,,,,,96.9,171.7,67.3,52.8,57.5,57.1,,,,,,,,,
nhtsa-dodge-shadow-convertible-96-9,Convertible,,,,,,96.9,171.3,67.3,53.9,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-2dr-100-4,Hatchback,2,,,,,100.4,179.1,68.1,52.8,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-2dr-96-9,Hatchback,2,,,,,96.9,171.7,67.3,52.8,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-2dr-96-9-2,Hatchback,2,,,,,96.9,171.7,67.3,52.8,57.1,57.1,,,,,,,,,
nhtsa-dodge-shadow-hatchback-2dr-97-2,Hatchback,2,,,,,97.2,172,67.3,52.8,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-2dr-97-2-2,Hatchback,2,,,,,97.2,172,67.3,53.1,57.5,57.1,,,,,,,,,
nhtsa-dodge-shadow-hatchback-3dr-96-9,Hatchback,3,,,,,96.9,171.7,67.3,52.8,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-4dr-96-9,Hatchback,4,,,,,96.9,171.7,67.3,52.8,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-4dr-96-9-2,Hatchback,4,,,,,96.9,171.7,67.3,52.8,57.1,57.1,,,,,,,,,
nhtsa-dodge-shadow-hatchback-4dr-97-2,Hatchback,4,,,,,97.2,172,67.3,52.8,,,,,,,,,,,
nhtsa-dodge-shadow-hatchback-4dr-97-2-2,Hatchback,4,,,,,97.2,172,67.3,53.1,57.5,57.1,,,,,,,,,
nhtsa-dodge-shadow-hatchback-5dr-96-9,Hatchback,5,,,,,96.9,171.7,67.3,52.8,,,,,,,,,,,
nhtsa-dodge-shelby-charger-body-96-5,,,,,,,96.5,173.2,66.5,50.4,,,,,,,,,,,
nhtsa-dodge-spirit-sedan-4dr-103-1,Sedan,4,,,,,103.1,181.1,68.1,53.5,57.5,57.1,,,,,,,,,
nhtsa-dodge-spirit-sedan-4dr-103-1-2,Sedan,4,,,,,103.1,181.1,68.1,53.5,,,,,,,,,,,
nhtsa-dodge-spirit-sedan-4dr-103-5,Sedan,4,,,,,103.5,181.1,68.1,53.5,57.5,57.1,,,,,,,,,
nhtsa-dodge-st-regis-body-118-5,,,,,,,118.5,220.5,77.6,54.3,,,,,,,,,,,
nhtsa-dodge-stealth-coupe-2dr-97-2,Coupe,2,,,,,97.2,180.3,72.4,49.2,61.4,62.2,,,,,,,,,
nhtsa-dodge-stealth-coupe-97-2,Coupe,,,,,,97.2,179.1,72.4,49.2,,,,,,,,,,,
nhtsa-dodge-stealth-hatchback-2dr-97-2,Hatchback,2,,,,,97.2,180.3,72.4,49.2,61,62.2,,,,,,,,,
nhtsa-dodge-stratus-sedan-4dr-108-3,Sedan,4,,,,,108.3,186.2,71.3,54.3,59.4,59.8,,,,,,,,,
nhtsa-dodge-viper-body-2dr-98,,2,,,,,98,174.4,75.2,47.6,61.8,61,,,,,,,,,
nhtsa-dodge-viper-body-2dr-98-8,,2,,,,,98.8,175.6,76.4,47.6,,,,,,,,,,,
nhtsa-dodge-viper-convertible-2dr-96-1,Convertible,2,,,,,96.1,175.2,75.6,44.1,59.4,60.6,,,,,,,,,
nhtsa-dodge-viper-convertible-2dr-96-5,Convertible,2,,,,,96.5,175.2,76,44.1,59.4,60.6,,,,,,,,,
nhtsa-dodge-viper-convertible-2dr-98,Convertible,2,,,,,98,174.4,75.2,47.6,61.8,61,,,,,,,,,
nhtsa-dodge-viper-convertible-2dr-98-2,Convertible,2,,,,,98,174.4,75.2,47.6,61.4,59.8,,,,,,,,,
nhtsa-dodge-viper-coupe-2dr-98-8,Coupe,2,,,,,98.8,175.6,75.2,47.6,61.8,60.6,,,,,,,,,
nhtsa-dodge-viper-coupe-2dr-98-8-2,Coupe,2,,,,,98.8,175.6,76.4,49.2,63,61,,,,,,,,,
nhtsa-dodge-viper-coupe-98-8,Coupe,,,,,,98.8,175.6,75.2,47.6,61.8,61,,,,,,,,,
nhtsa-dodge-viper-coupe-98-8-2,Coupe,,,,,,98.8,175.6,75.2,47.6,60.6,62.2,,,,,,,,,
nhtsa-dodge-viper-hatchback-2dr-96-1,Hatchback,2,,,,,96.1,176.8,75.6,46.9,59.8,60.6,,,,,,,,,
nhtsa-dodge-viper-hatchback-2dr-96-5,Hatchback,2,,,,,96.5,176.8,75.6,46.9,59.8,60.6,,,,,,,,,
nhtsa-eagle-2000-gtx-sedan-4dr-102-4,Sedan,4,,,,,102.4,183.9,66.9,53.5,,,,,,,,,,,
nhtsa-eagle-2000-gtx-sedan-4dr-102-4-2,Sedan,4,,,,,102.4,183.9,66.9,55.5,,,,,,,,,,,
nhtsa-eagle-medallion-sedan-102-4,Sedan,,,,,,102.4,183.1,67.3,55.9,,,,,,,,,,,
nhtsa-eagle-medallion-wagon-108-3,Wagon,,,,,,108.3,193.7,67.3,56.3,,,,,,,,,,,
nhtsa-eagle-premier-sedan-105-9,Sedan,,,,,,105.9,192.5,70.1,53.1,,,,,,,,,,,
nhtsa-eagle-premier-sedan-4dr-105-9,Sedan,4,,,,,105.9,192.9,70.1,54.7,58.3,57.5,,,,,,,,,
nhtsa-eagle-summit-coupe-2dr-96-1,Coupe,2,,,,,96.1,171.3,66.1,51.6,,,,,,,,,,,
nhtsa-eagle-summit-coupe-2dr-96-1-2,Coupe,2,,,,,96.1,171.3,66.1,51.6,57.1,57.1,,,,,,,,,
nhtsa-eagle-summit-sedan-4dr-96-9,Sedan,4,,,,,96.9,170.1,65.7,52.8,,,,,,,,,,,
nhtsa-eagle-summit-sedan-4dr-98-4,Sedan,4,,,,,98.4,174,66.1,51.6,,,,,,,,,,,
nhtsa-eagle-summit-sedan-4dr-98-4-2,Sedan,4,,,,,98.4,174,66.1,51.6,57.1,57.1,,,,,,,,,
nhtsa-eagle-summit-wagon-3dr-99-2,Wagon,3,,,,,99.2,168.5,66.5,64.6,58.3,57.9,,,,,,,,,
nhtsa-eagle-summit-wagon-3dr-99-2-2,Wagon,3,,,,,99.2,168.5,66.9,62.6,58.3,57.9,,,,,,,,,
nhtsa-eagle-summit-wagon-99-2,Wagon,,,,,,99.2,168.5,66.5,64.6,,,,,,,,,,,
nhtsa-eagle-talon-coupe-97-2,Coupe,,,,,,97.2,172.4,66.9,52,,,,,,,,,,,
nhtsa-eagle-talon-hatchback-2dr-97-2,Hatchback,2,,,,,97.2,172.4,66.9,52,57.9,57.1,,,,,,,,,
nhtsa-eagle-talon-hatchback-2dr-97-2-2,Hatchback,2,,,,,97.2,172.4,66.9,52,57.5,57.1,,,,,,,,,
nhtsa-eagle-talon-hatchback-2dr-97-2-3,Hatchback,2,,,,,97.2,172.4,66.9,51.6,57.5,57.1,,,,,,,,,
nhtsa-eagle-talon-hatchback-2dr-98-8,Hatchback,2,,,,,98.8,172.4,68.5,51.2,59.8,60.2,,,,,,,,,
nhtsa-eagle-talon-hatchback-2dr-98-8-2,Hatchback,2,,,,,98.8,172.4,68.5,51.2,59.4,59.1,,,,,,,,,
nhtsa-eagle-talon-hatchback-2dr-98-8-3,Hatchback,2,,,,,98.8,174.8,68.5,51.2,59.8,59.4,,,,,,,,,
nhtsa-eagle-vision-sedan-4dr-113,Sedan,4,,,,,113,201.6,74.4,56.3,,,,,,,,,,,
nhtsa-eagle-vista-hatchback-2dr-93-7,Hatchback,2,,,,,93.7,157.5,63.8,53.5,55.5,52.8,,,,,,,,,
nhtsa-eagle-vista-hatchback-3dr-93-7,Hatchback,3,,,,,93.7,157.5,63.8,53.5,,,,,,,,,,,
nhtsa-eagle-vista-sedan-4dr-93-7,Sedan,4,,,,,93.7,167.3,63.8,53.5,,,,,,,,,,,
nhtsa-eagle-vista-sedan-4dr-93-7-2,Sedan,4,,,,,93.7,169.3,63.8,53.5,,,,,,,,,,,
nhtsa-eagle-vista-wagon-103-5,Wagon,,,,,,103.5,176.8,64.6,57.5,55.5,54.7,,,,,,,,,
nhtsa-eagle-vista-wagon-103-5-2,Wagon,,,,,,103.5,176.8,64.6,57.5,,,,,,,,,,,
nhtsa-ferrari-12cilindri-body-2dr-106-3,,2,,,,,106.3,186.2,85.8,50.8,66.5,65,,,,,,,,,
nhtsa-ferrari-12cilindri-coupe-2dr-106-3,Coupe,2,,,,,106.3,186.2,85.8,50.8,66.5,65,,,,,,,,,
nhtsa-ferrari-308gtbi-body-92-1,,,,,,,92.1,174,67.7,44.1,,,,,,,,,,,
nhtsa-ferrari-308gtsi-body-92-1,,,,,,,92.1,174,67.7,44.1,,,,,,,,,,,
nhtsa-ferrari-348-spider-convertible-2dr-96-5,Convertible,2,,,,,96.5,166.5,74.4,46.1,59.1,64.2,,,,,,,,,
nhtsa-ferrari-348-ts-convertible-96-5,Convertible,,,,,,96.5,166.5,74.4,46.1,,,,,,,,,,,
nhtsa-ferrari-456m-coupe-2dr-102-4,Coupe,2,,,,,102.4,186.2,75.6,51.2,,,,,,,,,,,
nhtsa-ferrari-458-convertible-2dr-104-3,Convertible,2,,,,,104.3,178.3,76.4,47.6,,,,,,,,,,,
nhtsa-ferrari-458-convertible-2dr-104-3-2,Convertible,2,,,,,104.3,179.9,76.8,47.2,66.1,64.2,,,,,,,,,
nhtsa-ferrari-458-coupe-2dr-104-3,Coupe,2,,,,,104.3,179.9,76.8,47.2,66.1,64.2,,,,,,,,,
nhtsa-ferrari-458-italia-coupe-2dr-104-3,Coupe,2,,,,,104.3,178.3,76.4,47.6,,,,,,,,,,,
nhtsa-ferrari-488-body-104-3,,,,,,,104.3,179.9,76.8,47.6,66.1,65,,,,,,,,,
nhtsa-ferrari-488-body-104-3-2,,,,,,,104.3,181.5,78,47.6,66.1,65,,,,,,,,,
nhtsa-ferrari-575m-maranello-coupe-2dr-98-4,Coupe,2,,,,,98.4,179.1,76.4,50.4,,,,,,,,,,,
nhtsa-ferrari-575m-maranello-coupe-2dr-98-4-2,Coupe,2,,,,,98.4,180.3,76.4,50.4,62.6,61.8,,,,,,,,,
nhtsa-ferrari-599-gtb-fiorano-coupe-2dr-108-3,Coupe,2,,,,,108.3,183.9,77.2,52.4,,,,,,,,,,,
nhtsa-ferrari-612-scaglietti-coupe-2dr-115-7,Coupe,2,,,,,115.7,193.3,77.2,52.8,65.7,64.2,,,,,,,,,
nhtsa-ferrari-812-body-107-1,,,,,,,107.1,183.5,77.6,50,65.7,63.8,,,,,,,,,
nhtsa-ferrari-812-body-107-1-2,,,,,,,107.1,184.6,77.6,50,65.7,65,,,,,,,,,
nhtsa-ferrari-california-coupe-2dr-105-1,Coupe,2,,,,,105.1,179.5,74.8,51.6,,,,,,,,,,,
nhtsa-ferrari-california-t-convertible-2dr-105-1,Convertible,2,,,,,105.1,179.9,75.2,52,64.2,63.4,,,,,,,,,
nhtsa-ferrari-daytona-sp3-body-104-3,,,,,,,104.3,184.6,80.7,44.9,66.5,64.2,,,,,,,,,
nhtsa-ferrari-enzo-coupe-2dr-104-3,Coupe,2,,,,,104.3,185,80.3,45.3,,,,,,,,,,,
nhtsa-ferrari-f12-berlinetta-coupe-2dr-107-1,Coupe,2,,,,,107.1,181.9,76.4,50,65.7,63.8,,,,,,,,,
nhtsa-ferrari-f355-convertible-2dr-96-5,Convertible,2,,,,,96.5,167.3,74.8,46.1,,,,,,,,,,,
nhtsa-ferrari-f355-coupe-2dr-96-5,Coupe,2,,,,,96.5,167.3,74.8,46.1,,,,,,,,,,,
nhtsa-ferrari-f40-body-96-5,,,,,,,96.5,174.4,78,44.5,,,,,,,,,,,
nhtsa-ferrari-f430-body-2dr-102-4,,2,,,,,102.4,177.6,75.6,48.4,,,,,,,,,,,
nhtsa-ferrari-f430-coupe-2dr-102-4,Coupe,2,,,,,102.4,177.6,75.6,47.6,,,,,,,,,,,
nhtsa-ferrari-f8-body-104-3,,,,,,,104.3,181.5,78,47.6,66.1,65,,,,,,,,,
nhtsa-ferrari-ff-coupe-2dr-117-7,Coupe,2,,,,,117.7,193.3,77.2,54.3,65.7,64.2,,,,,,,,,
nhtsa-ferrari-gtc4lusso-body-117-7,,,,,,,117.7,193.7,78,54.3,,,,,,,,,,,
nhtsa-ferrari-la-ferrari-body-104-3,,,,,,,104.3,185,78.3,44.1,,,,,,,,,,,
nhtsa-ferrari-mondial-8-body-104-3,,,,,,,104.3,182.7,70.5,49.6,,,,,,,,,,,
nhtsa-ferrari-portofino-body-105-1,,,,,,,105.1,180.7,76.4,52,64.2,64.6,,,,,,,,,
nhtsa-ferrari-portofino-m-body-105-1,,,,,,,105.1,180.7,76.4,52,64.2,64.6,,,,,,,,,
nhtsa-ferrari-roma-body-105-1,,,,,,,105.1,183.5,77.6,51.2,65,66.1,,,,,,,,,
nhtsa-ferrari-roma-coupe-2dr-105-1,Coupe,2,,,,,105.1,183.5,77.6,51.2,65,66.1,,,,,,,,,
nhtsa-ferrari-sf90-body-104-3,,,,,,,104.3,185.4,77.6,46.9,66.1,65,,,,,,,,,
nhtsa-fiat-124-spider-convertible-2dr-90-9,Convertible,2,,,,,90.9,160.2,68.1,48.8,59.8,59.1,,,,,,,,,
nhtsa-fiat-500-body-90-6,,,,,,,90.6,144.5,64.2,59.1,55.5,55.5,,,,,,,,,
nhtsa-fiat-500-hatchback-2dr-90-6,Hatchback,2,,,,,90.6,139.8,64.2,59.8,55.9,55.1,,,,,,,,,
nhtsa-fiat-500-hatchback-2dr-90-6-2,Hatchback,2,,,,,90.6,144.5,64.2,59.1,55.5,55.5,,,,,,,,,
nhtsa-fiat-500e-hatchback-2dr-91-3,Hatchback,2,,,,,91.3,142.9,74,66.1,57.9,57.9,,,,,,,,,
nhtsa-fiat-500l-hatchback-4dr-102-8,Hatchback,4,,,,,102.8,167.3,70.5,65,59.4,59.4,,,,,,,,,
nhtsa-fiat-500x-suv-4dr-101-2,SUV,4,,,,,101.2,167.7,70.9,63.4,60.6,60.6,,,,,,,,,
nhtsa-fiat-500x-suv-4dr-101-2-2,SUV,4,,,,,101.2,167.7,70.9,63,60.6,60.6,,,,,,,,,
nhtsa-fiat-brava-body-2dr-98,,2,,,,,98,172.4,65,54.3,,,,,,,,,,,
nhtsa-fiat-brava-body-4dr-98,,4,,,,,98,172.4,65,54.3,,,,,,,,,,,
nhtsa-fiat-brava-sedan-4dr-98,Sedan,4,,,,,98,172.4,65,54.3,,,,,,,,,,,
nhtsa-fiat-spider-2000-body-89-8,,,,,,,89.8,163,63.4,48,,,,,,,,,,,
nhtsa-fiat-strada-body-96-5,,,,,,,96.5,161,65,55.1,,,,,,,,,,,
nhtsa-fiat-x-1-9-body-86-6,,,,,,,86.6,156.3,61.8,46.5,,,,,,,,,,,
nhtsa-fisker-karma-body-124-4,,,,,,,124.4,196.9,78,52.4,66.5,66.9,,,,,,,,,
nhtsa-fisker-ocean-suv-4dr-115,SUV,4,,,,,115,187.8,83.5,64.2,66.9,68.1,,,,,,,,,
nhtsa-ford-aerostar-van-118-9,Van,,,,,,118.9,174.8,71.7,72.8,,,,,,,,,,,
nhtsa-ford-aerostar-van-118-9-2,Van,,,,,,118.9,174.8,71.7,72.8,61.4,59.8,,,,,,,,,
nhtsa-ford-aerostar-van-118-9-3,Van,,,,,,118.9,190.2,72,73.2,61.4,59.8,,,,,,,,,
nhtsa-ford-aerostar-van-118-9-4,Van,,,,,,118.9,190.2,72,74,61.4,59.8,,,,,,,,,
nhtsa-ford-aerostar-van-118-9-5,Van,,,,,,118.9,174.8,71.7,73.2,61.4,59.8,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9,Wagon,,,,,,118.9,174.8,71.7,72,,,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9-2,Wagon,,,,,,118.9,174.8,71.7,72.8,,,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9-3,Wagon,,,,,,118.9,174.8,71.7,72.4,,,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9-4,Wagon,,,,,,118.9,190.2,72,73.2,61.4,59.8,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9-5,Wagon,,,,,,118.9,174.8,71.7,72.8,61.4,59.8,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9-6,Wagon,,,,,,118.9,190.2,72,73.2,,,,,,,,,,,
nhtsa-ford-aerostar-wagon-118-9-7,Wagon,,,,,,118.9,190.2,72,72.8,61.4,59.8,,,,,,,,,
nhtsa-ford-aspire-hatchback-2dr-90-9,Hatchback,2,,,,,90.9,152.8,65.4,55.5,55.9,55.5,,,,,,,,,
nhtsa-ford-aspire-hatchback-2dr-90-9-2,Hatchback,2,,,,,90.9,152.8,65.4,55.5,55.5,55.1,,,,,,,,,
nhtsa-ford-aspire-hatchback-4dr-94-1,Hatchback,4,,,,,94.1,155.9,65.4,55.5,55.9,55.5,,,,,,,,,
nhtsa-ford-bronco-body-104-7,,,,,,,104.7,177.6,,73.2,,,,,,,,,,,
nhtsa-ford-bronco-body-104-7-2,,,,,,,104.7,177.6,77.2,72.8,,,,,,,,,,,
nhtsa-ford-bronco-body-104-7-3,,,,,,,104.7,180.7,79.1,74,65,64.6,,,,,,,,,
nhtsa-ford-bronco-body-104-7-4,,,,,,,104.7,180.3,79.1,74,,,,,,,,,,,
nhtsa-ford-bronco-body-2dr-104-7,,2,,,,,104.7,183.5,79.1,74.4,,,,,,,,,,,
nhtsa-ford-bronco-body-2dr-104-7-2,,2,,,,,104.7,183.5,79.1,74.4,65,64.6,,,,,,,,,
nhtsa-ford-bronco-ii-body-94-1,,,,,,,94.1,158.3,68.1,68.9,,,,,,,,,,,
nhtsa-ford-bronco-ii-body-94-1-2,,,,,,,94.1,158.3,68.1,68.1,,,,,,,,,,,
nhtsa-ford-bronco-ii-body-94-1-3,,,,,,,94.1,162.2,68.1,70.5,56.7,57.1,,,,,,,,,
nhtsa-ford-bronco-sport-suv-105-1,SUV,,,,,,105.1,172.8,74.4,71.3,63.4,63,,,,,,,,,
nhtsa-ford-bronco-suv-2dr-100-4,SUV,2,,,,,100.4,165,79.5,72,66.9,66.9,,,,,,,,,
nhtsa-ford-bronco-suv-4dr-116-1,SUV,4,,,,,116.1,180.7,79.5,72.8,66.9,66.9,,,,,,,,,
nhtsa-ford-bronco-suv-4dr-116-1-2,SUV,4,,,,,116.1,180.7,85.8,77.6,73.2,73.6,,,,,,,,,
nhtsa-ford-c-max-hatchback-4dr-104-3,Hatchback,4,,,,,104.3,174,72,63.8,60.6,60.2,,,,,,,,,
nhtsa-ford-contour-sedan-4dr-106-3,Sedan,4,,,,,106.3,183.9,69.3,54.3,59.1,58.3,,,,,,,,,
nhtsa-ford-contour-sedan-4dr-106-7,Sedan,4,,,,,106.7,184.6,69.3,54.3,57.5,58.7,,,,,,,,,
nhtsa-ford-contour-sedan-4dr-106-7-2,Sedan,4,,,,,106.7,183.9,69.3,54.3,,,,,,,,,,,
nhtsa-ford-contour-sedan-4dr-106-7-3,Sedan,4,,,,,106.7,183.9,69.3,54.3,59.1,58.7,,,,,,,,,
nhtsa-ford-courier-body-107-1,,,,,,,107.1,178,63,61.4,,,,,,,,,,,
nhtsa-ford-courier-body-113,,,,,,,113,189.4,63,61.4,,,,,,,,,,,
nhtsa-ford-courier-pickup-107-1,Pickup,,,,,,107.1,178,63,61.4,,,,,,,,,,,
nhtsa-ford-courier-pickup-113,Pickup,,,,,,113,189.4,63,61.4,,,,,,,,,,,
nhtsa-ford-crown-victoria-body-114-2,,,,,,,114.2,211.8,78.3,56.7,63,64.6,,,,,,,,,
nhtsa-ford-crown-victoria-sedan-4dr-114-2,Sedan,4,,,,,114.2,212.6,78,56.7,,,,,,,,,,,
nhtsa-ford-crown-victoria-sedan-4dr-114-6,Sedan,4,,,,,114.6,212.6,78,56.7,63,63.4,,,,,,,,,
nhtsa-ford-crown-victoria-sedan-4dr-114-6-2,Sedan,4,,,,,114.6,211.8,78.3,56.7,63.4,65.4,,,,,,,,,
nhtsa-ford-e-100-body-124,,,,,,,124,187,79.9,79.1,,,,,,,,,,,
nhtsa-ford-e-150-body-124,,,,,,,124,187,79.9,80.7,,,,,,,,,,,
nhtsa-ford-e-150-van-124,Van,,,,,,124,186.6,79.9,79.1,,,,,,,,,,,
nhtsa-ford-e-150-van-137-8,Van,,,,,,137.8,211.8,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-150-van-138-2,Van,,,,,,138.2,226.8,79.9,80.7,,,,,,,,,,,
nhtsa-ford-e-150-van-138-2-2,Van,,,,,,138.2,206.7,79.9,79.9,,,,,,,,,,,
nhtsa-ford-e-150-van-138-2-3,Van,,,,,,138.2,216.5,79.5,82.3,70.1,66.9,,,,,,,,,
nhtsa-ford-e-150-van-138-2-4,Van,,,,,,138.2,236.2,79.5,85,70.1,66.5,,,,,,,,,
nhtsa-ford-e-150-wagon-137-8,Wagon,,,,,,137.8,211.8,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-150-wagon-138-2,Wagon,,,,,,138.2,206.7,79.9,81.1,,,,,,,,,,,
nhtsa-ford-e-150-wagon-138-2-2,Wagon,,,,,,138.2,211.8,79.5,81.1,70.1,66.9,,,,,,,,,
nhtsa-ford-e-150-wagon-138-2-3,Wagon,,,,,,138.2,216.5,79.5,82.3,70.1,66.9,,,,,,,,,
nhtsa-ford-e-250-body-138-2,,,,,,,138.2,226.8,79.9,81.1,,,,,,,,,,,
nhtsa-ford-e-250-van-137-8,Van,,,,,,137.8,231.9,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-250-van-137-8-2,Van,,,,,,137.8,211.8,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-250-van-138-2,Van,,,,,,138.2,226.8,79.9,83.5,,,,,,,,,,,
nhtsa-ford-e-250-van-138-2-2,Van,,,,,,138.2,206.7,79.9,83.5,,,,,,,,,,,
nhtsa-ford-e-250-van-138-2-3,Van,,,,,,138.2,231.9,79.5,81.1,70.1,66.5,,,,,,,,,
nhtsa-ford-e-250-van-138-2-4,Van,,,,,,138.2,216.5,79.5,85,70.1,66.5,,,,,,,,,
nhtsa-ford-e-250-van-138-2-5,Van,,,,,,138.2,236.2,79.5,85,70.1,66.5,,,,,,,,,
nhtsa-ford-e-250-wagon-138-2,Wagon,,,,,,138.2,206.7,79.9,83.5,,,,,,,,,,,
nhtsa-ford-e-350-body-138-2,,,,,,,138.2,226.8,79.9,85,,,,,,,,,,,
nhtsa-ford-e-350-body-138-2-2,,,,,,,138.2,206.7,79.9,84.3,,,,,,,,,,,
nhtsa-ford-e-350-van-137-8,Van,,,,,,137.8,231.9,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-350-van-137-8-2,Van,,,,,,137.8,211.8,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-350-van-138-2,Van,,,,,,138.2,226.8,79.9,85.4,,,,,,,,,,,
nhtsa-ford-e-350-van-138-2-2,Van,,,,,,138.2,206.7,79.9,85.4,,,,,,,,,,,
nhtsa-ford-e-350-van-138-2-3,Van,,,,,,138.2,211.8,79.5,81.1,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-van-138-2-4,Van,,,,,,138.2,231.9,79.5,81.1,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-van-138-2-5,Van,,,,,,138.2,216.5,79.5,83.5,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-van-138-2-6,Van,,,,,,138.2,236.2,79.5,83.5,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-wagon-137-8,Wagon,,,,,,137.8,211.8,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-350-wagon-137-8-2,Wagon,,,,,,137.8,231.9,79.5,81.1,,,,,,,,,,,
nhtsa-ford-e-350-wagon-138-2,Wagon,,,,,,138.2,226.8,79.9,84.3,,,,,,,,,,,
nhtsa-ford-e-350-wagon-138-2-2,Wagon,,,,,,138.2,211.8,79.5,81.1,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-wagon-138-2-3,Wagon,,,,,,138.2,231.9,79.5,81.1,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-wagon-138-2-4,Wagon,,,,,,138.2,216.5,79.5,83.5,70.1,66.5,,,,,,,,,
nhtsa-ford-e-350-wagon-138-2-5,Wagon,,,,,,138.2,236.2,79.5,83.5,70.1,66.5,,,,,,,,,
nhtsa-ford-ecosport-body-4dr-99-2,,4,,,,,99.2,162.2,68.1,65,60.6,60.6,,,,,,,,,
nhtsa-ford-ecosport-body-4dr-99-2-2,,4,,,,,99.2,161.4,69.3,65,59.8,59.8,,,,,,,,,
nhtsa-ford-edge-suv-4dr-111,SUV,4,,,,,111,187,74.8,66.1,64.2,65.7,,,,,,,,,
nhtsa-ford-edge-suv-4dr-111-2,SUV,4,,,,,111,184.3,76,66.9,65.4,65.4,,,,,,,,,
nhtsa-ford-edge-suv-4dr-112-2,SUV,4,,,,,112.2,188.2,76,68.5,65,64.6,,,,,,,,,
nhtsa-ford-edge-suv-4dr-112-2-2,SUV,4,,,,,112.2,189,76,68.5,65,64.6,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1,SUV,4,,,,,103.1,172.8,70.1,66.9,60.6,59.8,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-2,SUV,4,,,,,103.1,172.8,71.3,66.9,61,60.2,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-3,SUV,4,,,,,103.1,172.8,70.1,67.7,61,60.2,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-4,SUV,4,,,,,103.1,172.8,70.1,69.3,61,60.2,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-5,SUV,4,,,,,103.1,172.8,70.1,69.3,60.6,59.8,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-6,SUV,4,,,,,103.1,174.8,70.1,69.3,61.4,61,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-7,SUV,4,,,,,103.1,174.8,70.1,69.7,61.4,61,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-8,SUV,4,,,,,103.1,174.8,70.1,70.1,61.4,61,,,,,,,,,
nhtsa-ford-escape-suv-4dr-103-1-9,SUV,4,,,,,103.1,174.8,71.3,68.1,61.4,60.2,,,,,,,,,
nhtsa-ford-escape-suv-4dr-105-9,SUV,4,,,,,105.9,178.7,72.4,66.1,61.4,61.8,,,,,,,,,
nhtsa-ford-escape-suv-4dr-105-9-2,SUV,4,,,,,105.9,178.7,72.4,66.1,61.4,62.2,,,,,,,,,
nhtsa-ford-escape-suv-4dr-106-7,SUV,4,,,,,106.7,180.7,74,66.1,62.6,61.8,,,,,,,,,
nhtsa-ford-escort-body-2dr-94-1,,2,,,,,94.1,163.8,65.7,53.1,,,,,,,,,,,
nhtsa-ford-escort-body-2dr-94-1-2,,2,,,,,94.1,166.9,65.7,53.1,,,,,,,,,,,
